Carpeta	Nom_Imatge
zona_cotxe	028_1_0108.png
zona_cotxe	028_1_0109.png
zona_cotxe	028_1_0110.png
zona_cotxe	028_1_0111.png
zona_cotxe	028_1_0201.png
zona_cotxe	028_1_0202.png
zona_cotxe	028_1_0203.png
zona_cotxe	028_1_0211.png
zona_cotxe	028_1_0213.png
zona_cotxe	028_1_0214.png
zona_cotxe	028_1_0215.png
